timestamp,symbol,price,volume,long_validation,short_validation,pick_level,conditions_matched,alerts_triggered,similar_tickers,backtested,likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
2023-07-17 10:00:00,W,71.155,338549.0,"sma,dmi,adx,rsi","macd,adx,rsi",2,"sma,adx","ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_UPWARD",W,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,TER,114.76,123220.0,"sma,dmi,adx","macd,adx,rsi",2,"sma,adx","ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_UPWARD",TER,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,V,245.2273,523820.0,"sma,dmi,adx","macd,adx,rsi",2,"sma,adx","ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_UPWARD",V,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,A,119.04,92603.0,rsi,"macd,rsi",2,"macd,dmi","MACD_SIGNAL_CROSS_MACD,DMINEG_CROSSOVER_DMIPLUS","A,DGX,AME,IDA,POST",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,MO,45.325,525122.0,rsi,"sma,macd,rsi",2,"macd,sma","MACD_SIGNAL_CROSS_MACD,SMA_CONFIRMATION_DOWNWARD","KGC,VGR,ARI,DAN,UA",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,AGRO,10.24,139842.0,"sma,macd",rsi,3,"macd,sma,dmi","MACD_MACD_CROSS_SIGNAL,DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","TKC,TRC,SBH,SCM,ARI",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,BBY,81.7,102183.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","BBY,CTR,DFS,AAP,SAIC",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,HCA,291.16,190392.0,rsi,"sma,macd",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD",HCA,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,AJG,217.265,67164.0,"sma,macd",rsi,3,"macd,sma,dmi","MACD_MACD_CROSS_SIGNAL,DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD",AJG,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,DTE,111.35,74798.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","DTE,CPK,SRE,DUK,CCK",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,T,13.89,21304072.0,"adx,rsi","sma,macd,dmi,adx",2,"rsi,adx","RSI_OVERSOLD,ADX_THRESHOLD_UPWARD","TDS,T,LUX,MTX,AGX",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,STAG,37.92,87353.0,"sma,dmi,adx","macd,adx,rsi",2,"sma,adx","ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_UPWARD","OI,FOR,CUBE,BHLB,STAG",False,,,,,,,,,,,,,,
