timestamp,symbol,price,volume,long_validation,short_validation,pick_level,conditions_matched,alerts_triggered,similar_tickers,backtested,likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
2023-07-17 10:00:00,CNO,24.53,29573.0,"sma,macd",rsi,2,"macd,sma","MACD_MACD_CROSS_SIGNAL,SMA_CONFIRMATION_UPWARD","MRC,PKE,CPF,FBP,ESI",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,ALE,57.75,36137.0,rsi,"macd,rsi",2,"macd,dmi","MACD_SIGNAL_CROSS_MACD,DMINEG_CROSSOVER_DMIPLUS","ALE,BF.A,AFB,CTR,SCU",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,NEE,72.665,595359.0,rsi,"sma,macd,rsi",3,"macd,sma,dmi","MACD_SIGNAL_CROSS_MACD,DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","NEE,A,SCL,CALX,ITT",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,UPS,183.17,271914.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD",UPS,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,KBR,65.18,74695.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","KBR,PIM,AFB,GHI,SGU",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,EMR,91.24,199041.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","EMR,DLR,CRI,SLB,OGS",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,WEC,90.235,121772.0,rsi,"sma,macd,rsi",3,"macd,sma,dmi","MACD_SIGNAL_CROSS_MACD,DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","WEC,CPK,MC,SLB,MATX",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,PAM,44.64,22712.0,"sma,macd",rsi,2,"macd,sma","MACD_MACD_CROSS_SIGNAL,SMA_CONFIRMATION_UPWARD","PAM,TNC,CBU,ENVA,VOYA",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,ACN,318.5,188560.0,"macd,dmi,adx","adx,rsi",2,"macd,adx","MACD_MACD_CROSS_SIGNAL,ADX_THRESHOLD_UPWARD",ACN,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,CMG,2104.0,24618.0,"macd,rsi",rsi,2,"macd,dmi","MACD_MACD_CROSS_SIGNAL,DMIPLUS_CROSSOVER_DMINEG",CMG,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,CMP,34.52,28633.0,"sma,macd",rsi,3,"macd,sma,dmi","MACD_MACD_CROSS_SIGNAL,DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","CMP,SCU,JBL,JKS,WAB",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,AXS,53.875,48645.0,"sma,macd",rsi,3,"macd,sma,dmi","MACD_MACD_CROSS_SIGNAL,DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","AXS,PIM,AFB,GHI,PT",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,AVY,176.92,55766.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD",AVY,False,,,,,,,,,,,,,,
