timestamp,symbol,price,volume,long_validation,short_validation,pick_level,conditions_matched,alerts_triggered,similar_tickers,backtested,likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
2023-07-17 10:00:00,AFL,70.26,111727.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","AFL,PIM,AFB,GHI,NTG",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,CSX,32.935,2547576.0,"adx,rsi","sma,macd,dmi,adx",2,"sma,adx","ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_DOWNWARD","VLRS,CSX,AMX,SLCA,F",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,PFG,79.97,52067.0,"sma,dmi,adx","macd,adx,rsi",2,"sma,adx","ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_UPWARD","PFG,DRI,PRU,HHC,MC",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,EPR,45.41,53712.0,"adx,rsi","sma,macd,dmi,adx,rsi",2,"sma,adx","ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_DOWNWARD","EPR,PAI,EBR.B,JEQ,PFO",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,BMI,147.525,32427.0,"sma,macd",rsi,3,"macd,sma,dmi","MACD_MACD_CROSS_SIGNAL,DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD",BMI,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,POST,86.415,42996.0,rsi,"macd,rsi",2,"macd,dmi","MACD_SIGNAL_CROSS_MACD,DMINEG_CROSSOVER_DMIPLUS","POST,CPAC,NNY,LITB,BTA",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,AIG,59.32,368798.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","AIG,DFS,DVA,IBM,SAIC",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,HAE,86.725,92774.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","HAE,MOG.A,L",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,AES,21.28,196191.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","PPL,TRMR,TEI,RYAM,HNI",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,HZO,38.67,25134.0,"sma,macd,dmi,adx","adx,rsi",2,"macd,adx","MACD_MACD_CROSS_SIGNAL,ADX_THRESHOLD_UPWARD","HZO,ENS,ENVA,TPX,CWT",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,APD,297.935,76202.0,rsi,"sma,macd,rsi",2,"macd,sma","MACD_SIGNAL_CROSS_MACD,SMA_CONFIRMATION_DOWNWARD","APD,LUX",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,AEE,84.62,227114.0,rsi,"sma,macd,rsi",2,"macd,sma","MACD_SIGNAL_CROSS_MACD,SMA_CONFIRMATION_DOWNWARD","AEE,CPK,BR,SLB,PKG",False,,,,,,,,,,,,,,
