timestamp,symbol,price,volume,long_validation,short_validation,pick_level,conditions_matched,alerts_triggered,similar_tickers,backtested,likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
2023-07-17 10:00:00,WRB,60.455,118556.0,"sma,macd,dmi,adx","adx,rsi",3,"macd,dmi,adx","MACD_MACD_CROSS_SIGNAL,DMIPLUS_CROSSOVER_DMINEG,ADX_THRESHOLD_UPWARD","WRB,DVA,SAIC,KMB,RSG",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,ANET,168.84,224838.0,sma,"macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD",ANET,False,,,,,,,,,,,,,,
2023-07-17 10:00:00,NYCB,11.685,719221.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","ARDC,REX,TRMR,CHMI,BTZ",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,MMC,188.75,105952.0,"sma,macd,dmi,adx","adx,rsi",3,"macd,sma,adx","MACD_MACD_CROSS_SIGNAL,ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_UPWARD","MMC,NNI,AOS,GGG",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,SRE,147.33,71005.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","SRE,DTE,ALV",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,YELP,41.795,231623.0,"sma,macd,dmi,adx","adx,rsi",4,"macd,rsi,sma,adx","MACD_MACD_CROSS_SIGNAL,RSI_OVERBOUGHT,ADX_THRESHOLD_UPWARD,SMA_CONFIRMATION_UPWARD","YELP,HDB",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,NJR,45.97,40502.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","PPL,RGR,NI,NJR,KW",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,YPF,15.31,589294.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","YPF,MYD,AFGE,PIM,AFB",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,YUM,135.87,77136.0,"sma,rsi","macd,rsi",2,"sma,dmi","DMIPLUS_CROSSOVER_DMINEG,SMA_CONFIRMATION_UPWARD","YUM,EME,MCD,USNA,POST",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,IGT,32.68,96587.0,"macd,dmi,adx","adx,rsi",2,"macd,adx","MACD_MACD_CROSS_SIGNAL,ADX_THRESHOLD_UPWARD","IGT,QUAD,DRD,MCI,SPE",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,PFE,35.95,1741654.0,"macd,rsi","sma,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","BCS,BUI,NNN,ACRE,TEI",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,OGE,35.7,116959.0,rsi,"sma,macd,rsi",2,"sma,dmi","DMINEG_CROSSOVER_DMIPLUS,SMA_CONFIRMATION_DOWNWARD","NI,OGE,CNP,EXC,POR",False,,,,,,,,,,,,,,
2023-07-17 10:00:00,DUK,92.21,162759.0,rsi,"sma,macd,rsi",2,"macd,sma","MACD_SIGNAL_CROSS_MACD,SMA_CONFIRMATION_DOWNWARD","DUK,BR,DTE,AEE,AEP",False,,,,,,,,,,,,,,
