date,open,close,high,low,volume
1658152800000.0,91.685,91.93,92.3314,91.68,12804.0
1658156400000.0,91.91,91.74,92.01,91.32,16015.0
1658160000000.0,91.58,91.46,91.72,91.295,11528.0
1658163600000.0,91.46,91.47,91.63,91.27,9129.0
1658167200000.0,91.36,91.07,91.41,91.01,16765.0
1658170800000.0,91.01,90.59,91.2,90.54,80799.0
1658239200000.0,91.93,92.23,92.445,91.93,8826.0
1658242800000.0,92.245,92.54,92.64,92.24,18879.0
1658246400000.0,92.58,92.7,92.75,92.35,12609.0
1658250000000.0,92.73,92.54,92.76,92.51,9254.0
1658253600000.0,92.66,92.785,92.9,92.53,17453.0
1658257200000.0,92.78,92.75,93.05,92.68,71328.0
1658325600000.0,92.14,92.35,92.52,92.09,13976.0
1658329200000.0,92.25,92.625,92.66,92.1501,14348.0
1658332800000.0,92.58,92.53,92.69,92.32,16936.0
1658336400000.0,92.53,92.45,92.66,92.335,19722.0
1658340000000.0,92.59,92.955,93.0,92.44,24856.0
1658343600000.0,93.0,92.71,93.0,92.63,66230.0
1658412000000.0,92.78,92.4,92.95,91.87,62173.0
1658415600000.0,92.495,92.9175,93.16,92.495,40948.0
1658419200000.0,93.0,93.01,93.24,92.82,18725.0
1658422800000.0,93.07,92.96,93.3,92.84,15585.0
1658426400000.0,92.925,93.02,93.59,92.9,55036.0
1658430000000.0,92.93,93.39,93.55,92.91,65678.0
1658498400000.0,93.41,94.11,94.22,93.36,18077.0
1658502000000.0,94.0,94.01,94.12,93.8139,16366.0
1658505600000.0,94.04,93.79,94.04,93.73,12405.0
1658509200000.0,93.75,93.26,93.785,93.15,17293.0
1658512800000.0,93.23,93.16,93.28,92.81,23760.0
1658516400000.0,93.12,93.65,93.65,92.9,62771.0
1658757600000.0,94.26,95.12,95.17,94.09,37155.0
1658761200000.0,95.17,94.99,95.325,94.56,26851.0
1658764800000.0,94.97,94.74,95.01,94.67,20693.0
1658768400000.0,94.75,94.83,95.055,94.69,25032.0
1658772000000.0,94.7925,94.96,95.16,94.79,37147.0
1658775600000.0,94.975,94.93,95.23,94.665,100280.0
1658844000000.0,94.965,94.83,95.185,94.53,15688.0
1658847600000.0,94.845,94.73,94.845,94.51,8623.0
1658851200000.0,94.785,95.02,95.095,94.695,7022.0
1658854800000.0,95.13,95.13,95.225,94.908,13140.0
1658858400000.0,95.185,94.64,95.315,94.55,18812.0
1658862000000.0,94.62,94.47,94.63,94.2,73499.0
1658930400000.0,93.84,94.34,94.34,93.72,15202.0
1658934000000.0,94.36,94.11,94.46,94.08,13421.0
1658937600000.0,94.21,94.0,94.23,93.96,6682.0
1658941200000.0,94.0,94.03,94.18,93.85,10918.0
1658944800000.0,93.98,93.9,94.17,93.77,20962.0
1658948400000.0,93.94,93.68,94.41,93.68,135098.0
1659016800000.0,93.98,95.01,95.03,93.88,21120.0
1659020400000.0,95.01,94.72,95.1,94.72,10755.0
1659024000000.0,94.71,95.665,95.665,94.68,23433.0
1659027600000.0,95.62,95.78,95.79,95.47,13478.0
1659031200000.0,95.77,95.785,95.91,95.7,10789.0
1659034800000.0,95.78,95.68,96.04,95.58,46763.0
1659103200000.0,96.98,97.06,97.82,96.51,34579.0
1659106800000.0,97.12,96.97,97.42,96.97,16934.0
1659110400000.0,96.94,97.1,97.17,96.82,17909.0
1659114000000.0,97.1,97.335,97.39,96.987,6963.0
1659117600000.0,97.33,97.22,97.51,97.21,16693.0
1659121200000.0,97.23,96.87,97.24,96.77,40345.0
1659362400000.0,96.52,96.4,96.65,95.61,25135.0
1659366000000.0,96.42,96.57,96.57,95.89,20092.0
1659369600000.0,96.63,96.6,96.68,96.41,12336.0
1659373200000.0,96.56,96.41,96.66,96.28,17574.0
1659376800000.0,96.31,96.62,96.72,96.31,14198.0
1659380400000.0,96.77,96.47,96.83,96.46,58628.0
1659448800000.0,94.51,95.8,95.8,94.5,39590.0
1659452400000.0,95.69,95.56,95.74,95.21,7029.0
1659456000000.0,95.56,95.425,95.86,95.16,54178.0
1659459600000.0,95.41,95.09,95.62,95.03,14713.0
1659463200000.0,95.045,95.57,95.6,95.045,26995.0
1659466800000.0,95.565,94.55,95.63,94.52,65983.0
1659535200000.0,93.06,93.93,93.94,93.01,19506.0
1659538800000.0,93.94,93.87,93.985,93.585,18256.0
1659542400000.0,93.88,94.17,94.24,93.88,13323.0
1659546000000.0,94.19,94.44,94.53,94.07,17599.0
