date,open,close,high,low,volume
1681423200000,5.5,5.48,5.5,5.46,39027
1681426800000,5.49,5.54,5.54,5.48,76608
1681459200000,5.4,5.52,5.54,5.4,21557
1681462800000,5.52,5.5,5.53,5.49,16023
1681466400000,5.5,5.5,5.52,5.5,15130
1681470000000,5.51,5.53,5.55,5.5,55211
1681473600000,5.5005,5.56,5.56,5.43,239670
1681477200000,5.5505,5.5299,5.77,5.49,4922553.0
1681480800000,5.52,5.4015,5.5685,5.4,3194420.0
1681484400000,5.4073,5.2985,5.41,5.23,4514996.0
1681488000000,5.2962,5.3543,5.385,5.265,2208863.0
1681491600000,5.36,5.25,5.37,5.22,2822592.0
1681495200000,5.255,4.9977,5.35,4.9,10571205.0
1681498800000,4.995,5.115,5.155,4.98,6732686.0
1681502400000,5.11,5.11,5.1598,5.06,174189
1681506000000,5.11,5.1092,5.11,5.09,105479
1681509600000,5.09,5.15,5.2,5.09,95893
1681513200000,5.1489,5.17,5.23,5.12,57986
1681718400000,5.2,5.17,5.2,5.12,20809
1681722000000,5.16,5.13,5.19,5.13,12235
1681725600000,5.13,5.11,5.13,5.1,31504
1681729200000,5.11,5.14,5.19,5.06,99214
1681732800000,5.1096,5.3104,5.33,5.05,658110
1681736400000,5.31,5.1794,5.32,5.13,3252680.0
1681740000000,5.179,5.25,5.3,5.16,2787282.0
1681743600000,5.2401,5.205,5.25,5.18,1633878.0
1681747200000,5.2,5.215,5.23,5.18,1038537.0
1681750800000,5.215,5.2099,5.22,5.18,859445
1681754400000,5.205,5.185,5.21,5.16,1338503.0
1681758000000,5.185,5.2,5.2,5.14,2569651.0
1681761600000,5.18,5.19,5.2,5.18,1582057.0
1681765200000,5.19,5.2,5.2,5.19,28270
1681768800000,5.2,5.1906,5.2,5.19,28063
1681772400000,5.2,5.2194,5.24,5.1998,39573
1681804800000,5.21,5.24,5.29,5.18,13374
1681808400000,5.24,5.24,5.24,5.24,255
1681812000000,5.23,5.23,5.24,5.22,4839
1681815600000,5.23,5.26,5.26,5.22,40991
1681819200000,5.2396,5.26,5.29,5.13,241526
1681822800000,5.26,5.04,5.28,5.04,3155354.0
1681826400000,5.04,5.09,5.1,4.98,3115809.0
1681830000000,5.09,5.0536,5.09,5.035,1586224.0
1681833600000,5.055,5.0741,5.12,5.05,1184406.0
1681837200000,5.07,5.0579,5.1,5.05,679640
1681840800000,5.0543,5.065,5.09,5.043,1137487.0
1681844400000,5.07,5.05,5.07,5.04,2023875.0
1681848000000,5.0692,5.08,5.08,5.05,118989
1681851600000,5.07,5.08,5.08,5.0591,75338
1681855200000,5.08,5.08,5.08,5.06,28794
1681858800000,5.08,5.07,5.08,5.07,39246
1681891200000,5.05,5.07,5.07,5.05,14084
1681894800000,5.08,5.02,5.08,5.01,8628
1681898400000,5.02,5.02,5.04,5.01,11755
1681902000000,5.03,4.98,5.03,4.96,45814
1681905600000,5.0297,4.96,5.13,4.93,327239
1681909200000,4.96,4.9599,5.06,4.92,2348088.0
1681912800000,4.955,5.0548,5.08,4.95,2602424.0
1681916400000,5.0585,5.12,5.15,5.05,1458492.0
1681920000000,5.13,5.1171,5.17,5.095,1441549.0
1681923600000,5.12,5.095,5.12,5.06,810969
1681927200000,5.0901,5.07,5.11,5.07,802306
1681930800000,5.075,5.1,5.1,5.0534,2093765.0
1681934400000,5.1,5.14,5.16,5.06,293373
1681938000000,5.14,5.07,5.14,5.05,167928
1681941600000,5.05,5.05,5.08,5.04,74749
1681945200000,5.06,5.02,5.0808,4.79,109599
1681977600000,5.04,5,5.04,5,8865
1681981200000,5,4.99,5.01,4.98,6677
1681984800000,5,5,5.03,4.99,3927
1681988400000,5,5.01,5.02,4.98,26347
1681992000000,4.9993,5.04,5.04,4.9785,159369
1681995600000,5.03,5,5.04,4.96,1280539.0
1681999200000,4.99,4.985,5.02,4.98,1258972.0
1682002800000,4.9873,4.9581,4.9951,4.95,1029872.0
1682006400000,4.96,4.945,4.96,4.92,1160905.0
1682010000000,4.9446,4.945,4.95,4.885,1389632.0
1682013600000,4.9485,4.975,4.99,4.94,1036157.0
1682017200000,4.98,4.96,4.99,4.95,1823165.0
1682020800000,4.97,4.98,4.99,4.94,53959
1682024400000,4.97,4.97,4.98,4.94,796455
1682028000000,4.97,4.97,4.97,4.95,9596
1682031600000,4.96,4.95,4.97,4.94,39951
1682064000000,4.93,4.9,4.93,4.86,11065
1682067600000,4.9,4.91,4.91,4.9,3579
1682071200000,4.89,4.89,4.89,4.87,4926
1682074800000,4.9,4.94,4.96,4.87,30211
1682078400000,4.89,4.96,4.98,4.88,151316
1682082000000,4.95,4.945,4.99,4.91,1198056.0
1682085600000,4.945,4.955,4.97,4.92,1187479.0
1682089200000,4.96,5.015,5.07,4.95,4607971.0
1682092800000,5.015,4.9955,5.02,4.95,1687343.0
1682096400000,4.995,4.9685,4.995,4.95,691162
1682100000000,4.96,4.98,5,4.96,993749
1682103600000,4.9799,4.99,4.99,4.95,2661852.0
1682107200000,4.99,4.99,4.99,4.96,299559
1682110800000,4.9992,4.96,5,4.96,60682
1682114400000,4.97,4.96,4.97,4.96,23767
1682118000000,4.97,4.99,4.99,4.96,53026
1682323200000,5,4.8,5,4.74,33729
1682326800000,4.78,4.8,4.85,4.76,15287
1682330400000,4.84,4.86,4.89,4.83,9134
1682334000000,4.89,4.94,4.95,4.88,41708
1682337600000,4.89,4.9394,4.96,4.7915,136545
1682341200000,4.9393,4.9701,5.03,4.89,1850943.0
1682344800000,4.975,4.725,4.9799,4.71,3841030.0
1682348400000,4.73,4.765,4.81,4.64,3126240.0
1682352000000,4.7682,4.7781,4.92,4.76,3182847.0
1682355600000,4.775,4.7715,4.8,4.75,2128939.0
1682359200000,4.775,4.895,4.9,4.77,2288172.0
1682362800000,4.895,4.96,5.03,4.89,4876563.0
1682366400000,4.9694,4.94,4.98,4.93,517702
1682370000000,4.93,4.96,4.97,4.93,29328
1682373600000,4.9607,4.96,4.97,4.96,25539
1682377200000,4.96,4.9705,4.98,4.93,54281
1682409600000,4.92,4.92,4.95,4.86,8409
1682413200000,4.91,4.88,4.91,4.88,2098
1682416800000,4.89,4.89,4.89,4.89,1645
