date,open,close,high,low,volume
1657544400000,62.83,62.08,62.98,61.42,671627
1657548000000,62.08,61.66,62.542,61.65,496931
1657551600000,61.64,61.81,61.97,61.61,458504
1657555200000,61.82,61.84,61.89,61.555,467327
1657558800000,61.84,62.095,62.18,61.82,397223
1657562400000,62.095,61.82,62.11,61.82,365904
1657566000000,61.82,61.95,61.97,61.615,1233184.0
1657569600000,61.91,61.7828,61.98,61.75,57002
1657630800000,61.54,62.81,62.95,60.61,597641
1657634400000,62.79,64.055,64.07,62.65,1223740.0
1657638000000,64.07,64.16,64.35,63.87,997190
1657641600000,64.17,64.3212,64.53,64.135,693829
1657645200000,64.315,64.2501,64.41,64.09,409778
1657648800000,64.26,63.63,64.29,63.605,495046
1657652400000,63.62,63.04,63.63,62.96,1743510.0
1657656000000,63.02,63.02,63.07,62.79,304044
1657717200000,62.365,62.085,62.555,61.65,556013
1657720800000,62.07,62.3,62.49,61.21,845280
1657724400000,62.31,62.2,62.7,62.06,507997
1657728000000,62.22,62.38,62.4799,62.03,309305
1657731600000,62.39,62.49,62.635,62.21,254683
1657735200000,62.49,62.45,62.49,62.02,324288
1657738800000,62.45,61.99,62.45,61.96,870585
1657742400000,62.01,62,62.14,61.9999,72916
1657803600000,61.15,60.525,61.26,60,608300
1657807200000,60.525,60.43,60.68,60.18,604734
1657810800000,60.43,60.88,60.94,60.3,430975
1657814400000,60.8902,60.41,60.91,60.23,314942
1657818000000,60.405,60.58,60.63,60.29,404302
1657821600000,60.57,60.89,61.06,60.56,461974
1657825200000,60.89,61.07,61.16,60.8,1026542.0
1657828800000,61.09,61.16,61.16,61.07,90502
1657890000000,61.68,61.28,62.4,60.99,552944
1657893600000,61.33,62.215,62.275,61.31,1032461.0
1657897200000,62.215,62.59,62.72,62.18,669082
1657900800000,62.59,62.57,62.61,62.33,566334
1657904400000,62.58,62.625,62.805,62.5,570087
1657908000000,62.63,62.87,62.985,62.6,567721
1657911600000,62.87,62.83,62.98,62.58,1104016.0
1657915200000,62.86,62.91,63,62.86,151145
1658149200000,63.96,64.715,65.1,63.69,1472472.0
1658152800000,64.715,64.365,64.76,63.88,927839
1658156400000,64.36,64.67,64.7,64.2,680681
1658160000000,64.68,64.25,64.695,64.235,469928
1658163600000,64.26,63.985,64.47,63.97,654960
1658167200000,63.985,63.875,64.27,63.8,536334
1658170800000,63.875,63.67,64.055,63.33,1267474.0
1658174400000,63.68,63.65,63.9899,63.65,74656
1658235600000,64.18,65.39,65.73,64.08,1028270.0
1658239200000,65.39,65.89,65.98,65.3,626673
1658242800000,65.88,65.965,66.03,65.65,518531
1658246400000,65.965,65.99,66.05,65.68,439916
1658250000000,65.99,66.42,66.44,65.83,605126
1658253600000,66.41,66.54,66.61,66.39,589399
1658257200000,66.53,66.72,66.8,66.3906,1428154.0
1658260800000,66.74,66.94,66.99,66.74,61153
1658322000000,66.55,66.855,67.34,66.05,518933
1658325600000,66.89,68.12,68.18,66.85,885723
1658329200000,68.14,67.72,68.28,67.53,967880
1658332800000,67.68,67.775,68.065,67.57,1163272.0
1658336400000,67.76,67.62,67.86,67.42,634124
1658340000000,67.6,67.94,68.13,67.58,702552
1658343600000,67.96,67.89,68.1073,67.83,1411244.0
1658347200000,67.89,67.82,67.89,67,98035
1658408400000,67.79,67.83,67.98,67.0981,936103
1658412000000,67.82,67.81,67.92,67.23,641836
1658415600000,67.8,67.79,67.88,67.4001,513463
1658419200000,67.79,68.25,68.34,67.785,546095
1658422800000,68.27,67.975,68.34,67.95,592730
1658426400000,67.98,67.8,68.02,67.7299,436868
1658430000000,67.8,68.17,68.22,67.795,1468167.0
1658433600000,68.13,68.13,68.13,68,72763
1658494800000,68.12,68.08,68.65,68.08,659341
1658498400000,68.11,68.635,68.76,68.01,784314
1658502000000,68.63,68.24,68.715,68.01,600808
1658505600000,68.23,68.2,68.29,67.96,451678
1658509200000,68.2,68.1359,68.35,67.84,682391
1658512800000,68.12,68.2,68.24,67.96,498860
1658516400000,68.19,68.24,68.3099,67.905,992852
1658520000000,68.19,68.1,68.19,68.1,332829
1658754000000,68.07,68.49,68.76,66.95,1090293.0
1658757600000,68.51,68.75,68.93,68.06,870908
1658761200000,68.74,68.68,68.86,68.45,722219
1658764800000,68.68,68.75,68.88,68.37,417249
1658768400000,68.7594,68.33,68.865,68.32,467878
1658772000000,68.33,68.03,68.39,67.99,622115
1658775600000,68.04,68.34,68.39,67.91,1180765.0
1658779200000,68.36,68,68.4,68,37998
1658840400000,71.19,71.9,72.09,69.15,3521432.0
1658844000000,71.905,73.06,73.13,71.05,4042133.0
1658847600000,73.0799,72.46,73.37,72.045,1993031.0
1658851200000,72.45,72.99,73.2,72.4,1407275.0
1658854800000,72.99,72.28,73.04,71.75,1658346.0
1658858400000,72.25,71.995,72.4,71.59,1129561.0
1658862000000,71.98,71.5,71.98,71.31,2697904.0
1658865600000,71.51,71.99,71.99,71.5,66526
1658926800000,72.17,70.64,72.4,70.24,1068119.0
1658930400000,70.63,71.0967,71.2,70.0969,1325335.0
1658934000000,71.1,70.738,71.45,70.58,926089
1658937600000,70.745,70.86,71.06,70.4,620522
1658941200000,70.86,70.66,70.925,70.345,603978
1658944800000,70.68,71.2,71.5,70.4,742752
1658948400000,71.22,71.58,71.73,71.12,1255724.0
1658952000000,71.58,71.6,71.7,71.39,64100
1659013200000,73.5,74.145,75.01,73.35,2166531.0
1659016800000,74.145,73.95,74.34,73.56,2388356.0
1659020400000,73.97,74.12,74.55,73.955,1425785.0
1659024000000,74.13,74.15,74.3698,74.075,593716
1659027600000,74.15,73.81,74.16,73.625,815596
1659031200000,73.82,73.13,73.9,73.1135,900422
1659034800000,73.14,73.13,73.275,72.905,1483588.0
1659038400000,73.14,73.25,73.26,73.14,81382
1659099600000,73.3,73.49,73.65,72.425,981580
1659103200000,73.5,73.805,74.14,73,1256133.0
1659106800000,73.8,73.57,73.9,73.455,578843
1659110400000,73.57,73.505,73.72,73.35,647560
1659114000000,73.505,73.81,73.88,73.49,688748
1659117600000,73.835,74.3308,74.37,73.715,686423
1659121200000,74.34,73.93,74.52,73.72,1912474.0
1659124800000,73.91,73.91,74,73.91,92841
1659358800000,73.41,74.8325,74.95,72.69,925473
1659362400000,74.82,75.685,75.7,74.48,1291399.0
1659366000000,75.69,74.95,75.82,74.88,1228542.0
1659369600000,74.955,74.91,75.15,74.64,573265
1659373200000,74.91,74.95,74.99,74.4,928012
1659376800000,74.93,76.3,76.35,74.75,1588784.0
1659380400000,76.305,75.805,76.33,75.63,1948780.0
1659384000000,75.8,75.84,75.9,75.74,64113
1659445200000,75.15,74.93,75.34,74.71,877893
1659448800000,74.91,75.27,75.62,74.74,886168
1659452400000,75.285,75.395,75.505,75.105,621460
1659456000000,75.385,75.51,76.05,75.35,775198
1659459600000,75.49,75.19,75.7,75.01,562494
1659463200000,75.18,75.04,75.36,74.89,364251
1659466800000,75.03,74.36,75.04,74.32,1017523.0
1659470400000,74.36,74.3,74.56,74.26,49109
1659531600000,74.84,74.38,75.132,74.26,299199
1659535200000,74.35,74.42,74.68,74.06,409789
1659538800000,74.43,74.675,74.7618,74.275,326335
1659542400000,74.675,74.585,74.675,74.3964,542349
1659546000000,74.59,74.7,74.785,74.35,1416289.0
1659549600000,74.7,75.16,75.25,74.58,1026570.0
1659553200000,75.16,74.72,75.3,74.69,1272827.0
1659556800000,74.74,74.88,75.5,74.1748,162119
1659618000000,74.75,74.21,74.76,73.64,598198
1659621600000,74.17,73.98,74.425,73.65,549276
1659625200000,73.975,73.94,73.99,73.65,534828
1659628800000,73.955,73.7821,74.18,73.72,368205
1659632400000,73.76,73.895,74.0092,73.72,301498
1659636000000,73.895,73.6815,73.95,73.61,314500
1659639600000,73.68,73.67,73.99,73.56,1103947.0
1659643200000,73.67,73.67,73.67,73.56,108085
1659704400000,73,74.49,74.56,72.99,566947
1659708000000,74.51,74.615,75.04,74.45,567964
1659711600000,74.62,74.27,74.625,73.8401,485883
1659715200000,74.245,74.44,74.53,74.24,363016
1659718800000,74.46,74.505,74.71,74.41,453160
1659722400000,74.5,74.3,74.575,74.22,413262
1659726000000,74.3,74.34,74.48,74.16,952170
1659729600000,74.36,74.36,74.36,74.0172,137941
1659963600000,75.56,76.0673,76.78,75.49,1141864.0
1659967200000,76.06,75.64,76.08,75.56,995621
1659970800000,75.63,75.38,76.01,74.8642,661837
1659974400000,75.38,75.245,75.55,74.98,383495
1659978000000,75.23,75.86,75.91,75.17,595588
1659981600000,75.87,75.55,75.87,75.38,423856
1659985200000,75.55,75.18,75.575,75.13,1128982.0
1659988800000,75.18,75.18,75.18,75.18,59787
1660050000000,75.12,75.4799,75.73,74.77,558319
1660053600000,75.45,75.47,76.09,75.3,726158
1660057200000,75.4977,75.28,75.6257,75.1841,725083
1660060800000,75.28,75.31,75.39,75.05,362268
1660064400000,75.315,75.28,75.3752,75.02,347836
1660068000000,75.28,75.095,75.305,74.916,300836
1660071600000,75.09,74.935,75.16,74.87,857328
1660075200000,74.93,75,75.15,74.93,391645
1660136400000,76.15,76.015,76.6899,75.5,773269
1660140000000,76.02,77.28,77.44,75.95,1838933.0
1660143600000,77.29,77.43,77.525,77.0485,771807
1660147200000,77.44,77.3,77.59,77.06,511203
1660150800000,77.31,77.6399,77.8,77.28,1046779.0
1660154400000,77.62,77.24,77.74,77.23,751219
1660158000000,77.24,77.11,77.485,77.04,2120284.0
1660161600000,77.14,77.12,77.41,76.31,1384531.0
1660222800000,77.83,78.39,78.69,77.45,656302
1660226400000,78.374,79,79.06,78.34,2002276.0
1660230000000,78.98,78.785,79.0982,78.38,1866963.0
1660233600000,78.8,79.02,79.09,78.65,947484
1660237200000,79.03,79.005,79.21,78.8643,536630
1660240800000,78.99,78.61,79.09,78.46,613691
1660244400000,78.6,78.91,79.07,78.57,1724658.0
1660248000000,78.9,78.96,78.96,78.9,149748
1660309200000,79.3997,79.04,79.5,78.8401,471592
1660312800000,79.04,78.88,79.13,78.61,474990
1660316400000,78.88,78.878,79.19,78.56,739707
1660320000000,78.86,78.975,79.03,78.68,464721
1660323600000,78.975,79.255,79.34,78.84,496751
1660327200000,79.26,79.42,79.52,79.17,440884
1660330800000,79.43,79.92,79.97,79.36,1493642.0
1660334400000,79.93,79.89,79.9918,79.75,88849
1660568400000,79.38,80.025,80.15,79.2,608247
1660572000000,80.01,79.37,80.06,79.14,626751
1660575600000,79.34,79.74,79.83,79.08,459965
1660579200000,79.75,79.755,79.82,79.51,279099
1660582800000,79.76,79.73,79.81,79.53,257543
1660586400000,79.74,79.6799,79.81,79.565,277379
1660590000000,79.68,79.79,79.86,79.621,501859
1660593600000,79.81,79.81,79.81,79.81,51526
1660654800000,79.62,79.4967,79.95,79.14,341470
1660658400000,79.48,79.62,79.8,79.28,441082
1660662000000,79.6,80.21,80.29,79.54,531823
1660665600000,80.23,80.14,80.32,80.1,269364
1660669200000,80.13,80.9479,80.95,80.13,765087
1660672800000,80.95,80.82,81.16,80.65,883016
1660676400000,80.805,81.08,81.295,80.65,1437492.0
1660680000000,81.07,81.15,81.2,81.07,422966
1660741200000,80.4,80.045,80.4,79.56,554534
1660744800000,80.06,79.605,80.38,79.55,557181
1660748400000,79.6,79.27,79.93,79.26,413670
1660752000000,79.27,79.58,79.77,79.27,220474
1660755600000,79.5701,79.715,79.79,79.54,272035
1660759200000,79.75,79.86,80.22,79.7,407688
1660762800000,79.855,79.9,80.09,79.705,800615
1660766400000,79.92,79.92,79.93,79.92,324552
1660827600000,80.01,79.495,80.01,79.43,367750
1660831200000,79.5,79.55,79.725,79.28,497303
1660834800000,79.53,79.4845,79.605,79.34,476088
1660838400000,79.49,79.12,79.6,79.01,458989
1660842000000,79.125,79.165,79.41,79.06,365591
1660845600000,79.17,79.4,79.47,79.115,402009
1660849200000,79.39,79.2,79.59,79.195,1035719.0
1660852800000,79.21,79.02,79.21,79.02,87531
1660914000000,78.4,77.68,78.68,77.36,662729
1660917600000,77.65,77.4662,77.98,77.45,471241
1660921200000,77.48,77.42,77.59,77.27,457698
1660924800000,77.4,77.602,77.67,77.32,219659
1660928400000,77.58,77.641,77.67,77.5,243947
1660932000000,77.63,77.5203,77.65,77.44,231819
1660935600000,77.52,77.71,77.938,77.395,807404
1660939200000,77.72,77.53,77.75,77.53,167762
1661173200000,77,75.89,77,75.44,457724
1661176800000,75.89,75.4099,75.89,75.32,438175
1661180400000,75.42,75.67,75.87,75.41,609549
1661184000000,75.66,74.95,75.66,74.72,898615
1661187600000,74.95,74.51,75,74.45,549286
1661191200000,74.5,74.44,74.68,74.362,425677
1661194800000,74.445,74.79,74.815,74.44,1125913.0
1661198400000,74.78,74.78,74.78,74.78,78184
1661259600000,74.78,76.655,76.68,74.78,651698
1661263200000,76.6401,76.88,77.3,76.26,932154
1661266800000,76.88,76.5,76.89,76.4201,547622
1661270400000,76.495,76.495,76.56,76.22,400355
1661274000000,76.5,76.01,76.54,75.96,413620
1661277600000,76.01,76.25,76.27,75.98,297977
1661281200000,76.25,76.1,76.33,76,868388
1661284800000,76.1,76,76.25,76,262344
1661346000000,76.37,76.14,76.73,75.88,411709
1661349600000,76.12,76.5,76.68,76.1125,794607
1661353200000,76.48,77.02,77.09,76.475,672293
1661356800000,77.03,76.53,77.28,76.5,580600
1661360400000,76.53,76.5,76.7,76.235,268122
1661364000000,76.51,76.67,76.705,76.45,270191
1661367600000,76.66,76.76,77.05,76.625,1172002.0
1661371200000,76.74,76.74,76.74,76.26,34427
1661432400000,77.11,79.19,79.23,77.02,634226
1661436000000,79.225,78.82,79.6844,78.71,846729
1661439600000,78.8156,78.45,78.8156,78.21,494322
1661443200000,78.44,78.25,78.445,78.03,268011
1661446800000,78.24,78.3725,78.53,78.15,229314
1661450400000,78.385,78.18,78.545,78.04,478724
1661454000000,78.18,78.17,78.23,77.82,1532215.0
1661457600000,78.14,78.13,78.2,78.11,65094
1661518800000,78.47,77.93,78.6242,77.59,390726
1661522400000,77.89,76.57,78.39,76.36,1069893.0
1661526000000,76.55,76.27,76.61,76.09,724278
1661529600000,76.28,76.35,76.4,76.05,436083
1661533200000,76.33,76.195,76.42,76.07,354280
1661536800000,76.19,75.6,76.27,75.6,306305
1661540400000,75.59,75.31,75.6,75.21,1132758.0
1661544000000,75.27,75.01,75.78,75.01,318619
1661778000000,74.77,75.69,75.87,74.26,446059
1661781600000,75.6517,75.52,76.365,74.84,732621
1661785200000,75.52,76.3604,76.37,75.52,588984
1661788800000,76.37,76.56,76.69,76.19,351010
1661792400000,76.57,76.795,76.84,76.35,429813
1661796000000,76.78,76.61,76.817,76.305,526495
1661799600000,76.62,76.05,76.82,75.95,1163604.0
1661803200000,76.05,76.1,76.51,76.05,40417
1661864400000,76.6,75.69,77.18,75.615,544145
1661868000000,75.71,75.03,76.76,74.4899,529775
1661871600000,75.02,75.31,75.52,74.93,672684
1661875200000,75.31,75.27,75.69,75.22,406784
1661878800000,75.25,74.7,75.275,74.33,428130
1661882400000,74.71,74.8,74.96,74.59,293612
1661886000000,74.81,75.12,75.29,74.77,823069
1661889600000,75.13,75.13,75.13,74.68,65565
1661950800000,75.4,74.91,75.79,74.55,462948
1661954400000,74.89,74.84,75.21,74.58,305547
1661958000000,74.83,74.595,74.83,74.36,424738
1661961600000,74.6,74.37,74.68,74.24,283998
1661965200000,74.38,74.18,74.52,73.97,384277
1661968800000,74.17,73.79,74.21,73.685,509333
1661972400000,73.78,73.45,74.23,73.36,2063105.0
1661976000000,73.44,73.44,73.74,73.44,380628
1662037200000,72.91,72.59,73.25,72.32,573941
1662040800000,72.53,71.67,72.65,71.43,944261
1662044400000,71.675,71.97,72.44,71.58,620654
1662048000000,71.98,71.94,72.16,71.785,358670
1662051600000,71.935,72.295,72.582,71.84,351311
1662055200000,72.315,72.54,72.715,72.1171,374455
1662058800000,72.53,73.1,73.17,72.47,1218558.0
1662062400000,73.08,73.1,73.1,72.88,110802
1662123600000,73.5,73.19,74.33,72.72,417131
1662127200000,73.205,73.98,74.17,72.9,436957
1662130800000,74.015,74.25,74.32,73.9,466178
1662134400000,74.26,73.289,74.355,73.1105,504952
1662138000000,73.28,72.24,73.28,72.2,415697
