timestamp,splus0,splus0_delta,splus3,splus3_delta,splus5,splus5_delta,splus7,splus7_delta,splus9,splus9_delta,average_delta,average_high_delta,average_low_delta
2022-08-01 10:00:00,|O:116.21|H:117.61|L:116.08|C:117.32|,0.0,|O:116.82|H:117.66|L:116.51|C:117.205|,-0.11499999999999488,|O:116.42|H:117.3|L:116.35|C:117.14|,-0.1799999999999926,|O:117.05|H:117.05|L:117.05|C:117.05|,-0.269999999999996,|O:116.8|H:116.8|L:114.59|C:115.0762|,-2.243799999999993,-0.7021999999999942,0.3400000000000034,-2.7299999999999898
2022-08-16 09:00:00,|O:120.45|H:121.85|L:120.45|C:121.85|,0.0,|O:122.25|H:122.995|L:122.18|C:122.995|,1.1450000000000102,|O:122.52|H:122.82|L:122.52|C:122.78|,0.9300000000000068,|O:122.18|H:122.5|L:121.985|C:122.39|,0.5400000000000063,|O:121|H:121.64|L:120.5101|C:121.64|,-0.20999999999999375,0.6012500000000074,1.1450000000000102,-1.3399
2022-09-12 15:00:00,|O:122.26|H:122.57|L:122.04|C:122.41|,0.0,|O:119|H:120.47|L:118|C:120.31|,-2.0999999999999943,|O:119.18|H:119.55|L:119|C:119.24|,-3.1700000000000017,|O:119.005|H:119.24|L:118.77|C:118.89|,-3.519999999999996,|O:118.31|H:118.47|L:117.22|C:117.76|,-4.6499999999999915,-3.359999999999996,-1.9399999999999977,-5.189999999999998
2022-11-02 09:00:00,|O:142.81|H:143.5575|L:141.565|C:142.25|,0.0,|O:142.63|H:142.8|L:142.17|C:142.17|,-0.0800000000000125,|O:142.29|H:142.74|L:142.07|C:142.342|,0.09200000000001296,|O:141.98|H:142.83|L:140.15|C:140.29|,-1.960000000000008,|O:139.28|H:139.85|L:138.53|C:139.79|,-2.460000000000008,-1.1020000000000039,0.5800000000000125,-3.719999999999999
2023-02-27 12:00:00,|O:165.51|H:166.05|L:165.47|C:165.95|,0.0,|O:166.62|H:166.785|L:165.91|C:166.09|,0.14000000000001478,|O:166.04|H:166.04|L:166.04|C:166.04|,0.09000000000000341,|O:166.16|H:168.1|L:166.16|C:166.865|,0.9150000000000205,|O:168.045|H:168.1411|L:167.14|C:167.3199|,1.3699000000000012,0.62872500000001,2.191100000000006,-0.03999999999999204
