likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
52.77777777777778,47.22222222222222,69.44444444444444,30.555555555555557,77.77777777777779,47.22222222222222,72.22222222222221,27.77777777777778,61.111111111111114,38.88888888888889,69.44444444444444,30.555555555555557,88.21946064814816,87.46711435185186
