likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
36.666666666666664,63.33333333333333,66.66666666666666,33.33333333333333,56.666666666666664,63.33333333333333,46.666666666666664,53.333333333333336,50.0,50.0,40.0,60.0,52.43479166666667,51.746628333333334
