timestamp,splus0,splus0_delta,splus0_delta_percentage,splus3,splus3_delta,splus3_delta_percentage,splus5,splus5_delta,splus5_delta_percentage,splus7,splus7_delta,splus7_delta_percentage,splus9,splus9_delta,splus9_delta_percentage,ntdo,ntdo_delta,ntdo_delta_percentage,ntdc,ntdc_delta,ntdc_delta_percentage,total_delta,total_delta_percentage,average_delta,average_high_delta,max_high,max_high_delta,max_high_delta_percentage,average_low_delta,min_low,min_low_delta,min_low_delta_percentage
2023-06-14 10:00:00,|O:40.5975|H:41.28|L:40.2|C:41.18|,0.0,0.0,|O:40.95|H:41.16|L:40.89|C:41.125|,-0.054999999999999716,-0.13355998057309304,|O:41.08|H:41.21|L:40.72|C:41.15|,-0.030000000000001137,-0.07285089849441753,|O:41.4|H:41.4|L:41.4|C:41.4|,0.21999999999999886,0.5342399222923722,|O:45.545|H:46.13|L:45.025|C:45.845|,4.664999999999999,11.328314715881493,|O:45.545|H:46.13|L:45.025|C:45.845|,4.664999999999999,11.328314715881493,|O:46.04|H:46.04|L:45.98|C:45.98|,4.799999999999997,11.656143759106355,4.664999999999999,11.328314715881493,2.377499999999999,43.678333333333335,46.13,4.950000000000003,12.020398251578444,43.173333333333325,40.72,-0.46000000000000085,-1.117047110247695
2023-06-12 09:00:00,|O:41.37|H:41.4|L:39.68|C:40.51|,0.0,0.0,|O:41.03|H:41.16|L:40.435|C:40.59|,0.0800000000000054,0.19748210318441228,|O:40.39|H:40.74|L:40.38|C:40.59|,0.0800000000000054,0.19748210318441228,|O:40.66|H:40.74|L:40.49|C:40.71|,0.20000000000000284,0.4937052579610043,|O:41.99|H:42.06|L:40.906|C:41.45|,0.9400000000000048,2.3204147124166994,|O:41.37|H:41.6|L:40.96|C:41.115|,0.605000000000004,1.4934584053320268,|O:41.4|H:41.4|L:41.4|C:41.4|,0.8900000000000006,2.1969883979264395,0.9400000000000048,2.3204147124166994,0.46583333333333715,41.28333333333333,42.06,1.5500000000000043,3.8262157491977393,40.761833333333335,40.38,-0.12999999999999545,-0.320908417674637
2023-06-06 16:00:00,|O:42.03|H:42.03|L:42.03|C:42.03|,0.0,0.0,|O:41.96|H:42.4|L:41.5|C:41.75|,-0.28000000000000114,-0.6661908160837524,|O:41.71|H:41.79|L:41.09|C:41.1|,-0.9299999999999997,-2.212705210563882,|O:40.96|H:41.07|L:40.85|C:40.925|,-1.105000000000004,-2.629074470616236,|O:40.93|H:41.11|L:40.56|C:40.765|,-1.2650000000000006,-3.0097549369497987,|O:41.96|H:42.4|L:41.5|C:41.75|,-0.28000000000000114,-0.6661908160837524,|O:40.74|H:40.74|L:40.74|C:40.74|,-1.2899999999999991,-3.069236259814416,-1.2650000000000006,-3.0097549369497987,-0.8583333333333343,41.585,42.4,0.36999999999999744,0.8803235783963773,41.04,40.56,-1.4699999999999989,-3.4975017844396836
2023-05-26 10:00:00,|O:43.965|H:45.02|L:43.8|C:44.75|,0.0,0.0,|O:44.5|H:44.72|L:44.28|C:44.65|,-0.10000000000000142,-0.22346368715084117,|O:45.06|H:45.37|L:44.98|C:45.27|,0.5200000000000031,1.1620111731843645,|O:45.05|H:45.05|L:45.05|C:45.05|,0.29999999999999716,0.6703910614525076,|O:43.25|H:43.68|L:42.765|C:42.91|,-1.8400000000000034,-4.111731843575426,|O:43.25|H:43.68|L:42.765|C:42.91|,-1.8400000000000034,-4.111731843575426,|O:42.28|H:42.28|L:42.28|C:42.28|,-2.469999999999999,-5.519553072625696,-1.8400000000000034,-4.111731843575426,-0.9050000000000011,44.129999999999995,45.37,0.6199999999999974,1.3854748603351899,43.68666666666667,42.28,-2.469999999999999,-5.519553072625696
2023-04-18 10:00:00,|O:50.1|H:50.46|L:49.61|C:49.73|,0.0,0.0,|O:49.5|H:49.68|L:49.47|C:49.59|,-0.13999999999999346,-0.2815202091292851,|O:49.3701|H:49.46|L:49.22|C:49.35|,-0.37999999999999545,-0.7641262819223718,|O:49.72|H:49.72|L:49.72|C:49.72|,-0.00999999999999801,-0.020108586366374442,|O:48.58|H:49.14|L:48.495|C:48.58|,-1.1499999999999986,-2.3124874321335183,|O:48.58|H:49.14|L:48.495|C:48.58|,-1.1499999999999986,-2.3124874321335183,|O:49.29|H:49.29|L:49.29|C:49.29|,-0.4399999999999977,-0.884777800120647,-1.1499999999999986,-2.3124874321335183,-0.5449999999999969,49.405,49.72,-0.00999999999999801,-0.020108586366374442,49.115,48.495,-1.2349999999999994,-2.483410416247737
2023-04-03 10:00:00,|O:49.89|H:50.87|L:49.71|C:49.71|,0.0,0.0,|O:50.04|H:50.0799|L:49.75|C:49.78|,0.07000000000000028,0.14081673707503578,|O:49.555|H:50.115|L:49.465|C:49.96|,0.25,0.5029169181251257,|O:49.89|H:49.89|L:49.89|C:49.89|,0.17999999999999972,0.36210018105008995,|O:49.79|H:49.8|L:49.1491|C:49.15|,-0.5600000000000023,-1.1265338966002862,|O:49.79|H:49.8|L:49.1491|C:49.15|,-0.5600000000000023,-1.1265338966002862,|O:49.62|H:49.62|L:49.62|C:49.62|,-0.09000000000000341,-0.18105009052505214,-0.5600000000000023,-1.1265338966002862,-0.11833333333333466,49.88415,50.115,0.40500000000000114,0.8147254073627059,49.50386666666666,49.1491,-0.5609000000000037,-1.1283443975055396
2023-03-28 14:00:00,|O:48.45|H:48.65|L:48.35|C:48.64|,0.0,0.0,|O:48.63|H:48.63|L:48.63|C:48.63|,-0.00999999999999801,-0.020559210526311697,|O:48.89|H:49.535|L:48.86|C:49.39|,0.75,1.541940789473684,|O:50.15|H:50.385|L:49.88|C:50.005|,1.365000000000002,2.8063322368421093,|O:50.03|H:50.44|L:50.03|C:50.35|,1.7100000000000009,3.5156250000000013,|O:48.89|H:49.535|L:48.86|C:49.39|,0.75,1.541940789473684,|O:50.59|H:50.59|L:50.5|C:50.5|,1.8599999999999994,3.824013157894736,1.7100000000000009,3.5156250000000013,1.070833333333334,49.8525,50.59,1.9500000000000028,4.009046052631585,49.46,48.63,-0.00999999999999801,-0.020559210526311697
2023-02-16 10:00:00,|O:53.21|H:53.8699|L:53.08|C:53.73|,0.0,0.0,|O:52.82|H:53.09|L:52.635|C:52.7|,-1.029999999999994,-1.9169923692536648,|O:52.51|H:52.99|L:52.51|C:52.735|,-0.9949999999999974,-1.8518518518518472,|O:52.05|H:52.05|L:51.96|C:51.96|,-1.769999999999996,-3.294249022892232,|O:50.1|H:50.67|L:49.5001|C:50.67|,-3.059999999999995,-5.6951423785594555,|O:50.1|H:50.67|L:49.5001|C:50.67|,-3.059999999999995,-5.6951423785594555,|O:52.1|H:52.1|L:52.1|C:52.1|,-1.6299999999999955,-3.033686953284935,-3.059999999999995,-5.6951423785594555,-1.9241666666666621,51.928333333333335,53.09,-0.6399999999999935,-1.1911408896333398,51.367533333333334,49.5001,-4.2298999999999936,-7.872510701656418
2023-02-10 09:00:00,|O:51.87|H:52.176|L:50.87|C:51.73|,0.0,0.0,|O:52.42|H:53.19|L:52.075|C:52.21|,0.480000000000004,0.9278948385849681,|O:52.33|H:52.45|L:52.095|C:52.175|,0.4450000000000003,0.8602358399381409,|O:52.265|H:52.82|L:52.25|C:52.79|,1.0600000000000023,2.0491011018751255,|O:53.28|H:53.9256|L:52.96|C:53.8199|,2.0899,4.040015464913977,|O:53.5843|H:53.95|L:53.26|C:53.78|,2.0500000000000043,3.96288420645661,|O:52.78|H:52.78|L:52.78|C:52.78|,1.0500000000000043,2.029769959404609,2.0899,4.040015464913977,1.1958166666666692,53.18593333333334,53.95,2.220000000000006,4.291513628455453,52.57,52.075,0.34500000000000597,0.6669244152329519
2023-02-08 13:00:00,|O:53.12|H:53.31|L:52.75|C:53.04|,0.0,0.0,|O:52.85|H:53.02|L:52.56|C:52.91|,-0.13000000000000256,-0.2450980392156911,|O:54.8899|H:54.8899|L:52.8318|C:53.365|,0.32500000000000284,0.6127450980392211,|O:52.875|H:53.25|L:52.69|C:52.795|,-0.24499999999999744,-0.46191553544494235,|O:53.0084|H:53.23|L:52.45|C:52.55|,-0.490000000000002,-0.9238310708898982,|O:54.8899|H:54.8899|L:52.8318|C:53.365|,0.32500000000000284,0.6127450980392211,|O:52.8|H:52.8|L:52.8|C:52.8|,-0.240000000000002,-0.4524886877828092,-0.490000000000002,-0.9238310708898982,-0.07583333333333304,53.679966666666665,54.8899,1.849899999999998,3.4877450980392117,52.69393333333333,52.45,-0.5899999999999963,-1.1123680241327232
