likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
66.10169491525424,33.89830508474576,64.40677966101694,33.89830508474576,71.1864406779661,33.89830508474576,71.1864406779661,27.11864406779661,69.49152542372882,28.8135593220339,76.27118644067797,23.728813559322035,104.04701327683615,103.38954915254237
