likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
52.816901408450704,46.83098591549296,53.87323943661971,46.12676056338028,54.929577464788736,46.83098591549296,51.056338028169016,48.59154929577465,57.04225352112676,42.95774647887324,54.929577464788736,45.07042253521127,104.92059823943661,104.0554279342723
