likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
54.41176470588235,44.11764705882353,55.88235294117647,44.11764705882353,54.41176470588235,44.11764705882353,58.82352941176471,39.705882352941174,63.23529411764706,36.76470588235294,61.76470588235294,38.23529411764706,16.058647549019607,15.991330147058825
