likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
54.621848739495796,43.69747899159664,50.42016806722689,49.57983193277311,47.05882352941176,43.69747899159664,57.14285714285714,42.857142857142854,47.89915966386555,51.26050420168067,56.30252100840336,43.69747899159664,134.03431778711484,133.07154705882354
