likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
50.0,50.0,50.0,50.0,46.666666666666664,50.0,43.333333333333336,56.666666666666664,36.666666666666664,60.0,43.333333333333336,56.666666666666664,41.80001222222222,41.53373122222222
