likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
52.17391304347826,46.08695652173913,49.56521739130435,49.56521739130435,56.52173913043478,46.08695652173913,53.04347826086957,45.21739130434783,54.78260869565217,44.34782608695652,46.08695652173913,53.91304347826087,11.586976376811593,11.416123623188405
