likelihood_long_3,likelihood_short_3,likelihood_long_5,likelihood_short_5,likelihood_long_7,likelihood_short_7,likelihood_long_9,likelihood_short_9,likelihood_long_ntdo,likelihood_short_ntdo,likelihood_long_ntdc,likelihood_short_ntdc,average_price_increase_percentage,average_price_decrease_percentage
52.63157894736842,44.73684210526316,50.0,50.0,39.473684210526315,44.73684210526316,52.63157894736842,47.368421052631575,44.73684210526316,52.63157894736842,52.63157894736842,47.368421052631575,12.138089912280702,12.00324342105263
